,city_id,city_name,lat,lon,date,time,temperature,feels_like,humidity,weather_type,description,wind_speed,precipitation
85,3034483,Bayeux,49.2765,-0.7025,2023-09-18,06:00:00,14.78,14.64,89,Clouds,scattered clouds,6.35,0.2
86,3034483,Bayeux,49.2765,-0.7025,2023-09-18,09:00:00,18.74,18.47,69,Clouds,broken clouds,7.74,0.01
87,3034483,Bayeux,49.2765,-0.7025,2023-09-18,12:00:00,20.49,20.34,67,Clouds,broken clouds,11.65,0.08
88,3034483,Bayeux,49.2765,-0.7025,2023-09-18,15:00:00,18.24,18.23,81,Rain,light rain,8.41,0.92
89,3034483,Bayeux,49.2765,-0.7025,2023-09-18,18:00:00,15.24,15.07,86,Rain,light rain,5.95,0.76
90,3034483,Bayeux,49.2765,-0.7025,2023-09-18,21:00:00,15.02,14.61,78,Rain,light rain,5.79,0.26
91,3034483,Bayeux,49.2765,-0.7025,2023-09-19,00:00:00,12.16,11.7,87,Clouds,overcast clouds,4.15,0.0
92,3034483,Bayeux,49.2765,-0.7025,2023-09-19,03:00:00,12.29,11.9,89,Rain,light rain,4.55,0.23
93,3034483,Bayeux,49.2765,-0.7025,2023-09-19,06:00:00,12.29,12.0,93,Rain,light rain,5.02,0.2
94,3034483,Bayeux,49.2765,-0.7025,2023-09-19,09:00:00,16.04,15.71,77,Clouds,overcast clouds,7.13,0.0
95,3034483,Bayeux,49.2765,-0.7025,2023-09-19,12:00:00,19.66,19.14,56,Clouds,overcast clouds,8.56,0.0
96,3034483,Bayeux,49.2765,-0.7025,2023-09-19,15:00:00,20.41,20.02,58,Clouds,overcast clouds,7.08,0.0
97,3034483,Bayeux,49.2765,-0.7025,2023-09-19,18:00:00,18.65,18.19,62,Clouds,overcast clouds,4.58,0.0
98,3034483,Bayeux,49.2765,-0.7025,2023-09-19,21:00:00,16.31,15.88,72,Clouds,overcast clouds,5.81,0.0
99,3034483,Bayeux,49.2765,-0.7025,2023-09-20,00:00:00,15.45,15.11,79,Clouds,overcast clouds,6.93,0.0
100,3034483,Bayeux,49.2765,-0.7025,2023-09-20,03:00:00,15.39,15.15,83,Clouds,overcast clouds,7.35,0.0
101,3034483,Bayeux,49.2765,-0.7025,2023-09-20,06:00:00,16.04,15.84,82,Clouds,overcast clouds,7.39,0.0
102,3034483,Bayeux,49.2765,-0.7025,2023-09-20,09:00:00,18.92,18.88,77,Clouds,overcast clouds,9.41,0.0
103,3034483,Bayeux,49.2765,-0.7025,2023-09-20,12:00:00,22.18,22.02,60,Clouds,overcast clouds,10.23,0.0
104,3034483,Bayeux,49.2765,-0.7025,2023-09-20,15:00:00,23.44,23.25,54,Clouds,broken clouds,10.09,0.0
105,3034483,Bayeux,49.2765,-0.7025,2023-09-20,18:00:00,20.11,19.9,66,Clouds,overcast clouds,10.17,0.0
106,3034483,Bayeux,49.2765,-0.7025,2023-09-20,21:00:00,17.74,17.76,84,Rain,light rain,9.87,0.53
107,3034483,Bayeux,49.2765,-0.7025,2023-09-21,00:00:00,17.17,17.34,92,Rain,moderate rain,8.65,1.0
108,3034483,Bayeux,49.2765,-0.7025,2023-09-21,03:00:00,15.38,15.32,90,Rain,moderate rain,5.05,0.9
109,3034483,Bayeux,49.2765,-0.7025,2023-09-21,06:00:00,13.03,12.82,93,Rain,light rain,3.33,0.89
110,3034483,Bayeux,49.2765,-0.7025,2023-09-21,09:00:00,15.64,15.24,76,Clouds,overcast clouds,6.4,0.0
111,3034483,Bayeux,49.2765,-0.7025,2023-09-21,12:00:00,17.68,17.15,63,Rain,light rain,8.39,0.28
112,3034483,Bayeux,49.2765,-0.7025,2023-09-21,15:00:00,16.6,16.2,72,Rain,light rain,8.36,1.0
113,3034483,Bayeux,49.2765,-0.7025,2023-09-21,18:00:00,13.43,12.92,80,Rain,light rain,6.39,1.0
114,3034483,Bayeux,49.2765,-0.7025,2023-09-21,21:00:00,11.76,11.21,85,Clouds,broken clouds,5.52,0.32
115,3034483,Bayeux,49.2765,-0.7025,2023-09-22,00:00:00,12.01,11.49,85,Clouds,broken clouds,7.36,0.39
116,3034483,Bayeux,49.2765,-0.7025,2023-09-22,03:00:00,11.37,10.83,87,Clouds,broken clouds,7.39,0.29
117,3034483,Bayeux,49.2765,-0.7025,2023-09-22,06:00:00,11.82,11.3,86,Clouds,scattered clouds,8.01,0.36
118,3034483,Bayeux,49.2765,-0.7025,2023-09-22,09:00:00,14.15,13.68,79,Rain,light rain,9.01,0.48
119,3034483,Bayeux,49.2765,-0.7025,2023-09-22,12:00:00,15.28,14.93,79,Rain,light rain,9.14,0.87
120,3003796,Le Havre,49.4939,0.108,2023-09-17,15:00:00,21.51,22.01,88,Clouds,broken clouds,4.79,0.02
121,3003796,Le Havre,49.4939,0.108,2023-09-17,18:00:00,21.49,21.94,86,Rain,light rain,4.14,0.64
122,3003796,Le Havre,49.4939,0.108,2023-09-17,21:00:00,19.7,20.05,89,Rain,light rain,9.49,1.0
123,3003796,Le Havre,49.4939,0.108,2023-09-18,00:00:00,18.31,18.44,86,Rain,light rain,5.83,1.0
124,3003796,Le Havre,49.4939,0.108,2023-09-18,03:00:00,17.42,17.59,91,Rain,light rain,7.88,0.88
125,3003796,Le Havre,49.4939,0.108,2023-09-18,06:00:00,16.87,16.88,87,Clouds,scattered clouds,7.47,0.62
126,3003796,Le Havre,49.4939,0.108,2023-09-18,09:00:00,19.1,18.84,68,Clear,clear sky,8.67,0.08
127,3003796,Le Havre,49.4939,0.108,2023-09-18,12:00:00,21.21,21.01,62,Clouds,scattered clouds,9.94,0.08
128,3003796,Le Havre,49.4939,0.108,2023-09-18,15:00:00,19.03,19.05,79,Rain,light rain,10.3,0.98
129,3003796,Le Havre,49.4939,0.108,2023-09-18,18:00:00,17.79,17.56,74,Rain,light rain,9.54,0.95
130,3003796,Le Havre,49.4939,0.108,2023-09-18,21:00:00,17.15,16.7,68,Rain,light rain,9.57,0.2
131,3003796,Le Havre,49.4939,0.108,2023-09-19,00:00:00,16.58,16.07,68,Clouds,overcast clouds,7.81,0.0
132,3003796,Le Havre,49.4939,0.108,2023-09-19,03:00:00,16.05,15.67,75,Rain,light rain,7.08,0.26
133,3003796,Le Havre,49.4939,0.108,2023-09-19,06:00:00,15.41,15.2,84,Rain,light rain,7.13,0.2
134,3003796,Le Havre,49.4939,0.108,2023-09-19,09:00:00,16.66,16.39,77,Clouds,overcast clouds,7.83,0.0
135,3003796,Le Havre,49.4939,0.108,2023-09-19,12:00:00,19.09,18.65,61,Clouds,overcast clouds,8.36,0.0
136,3003796,Le Havre,49.4939,0.108,2023-09-19,15:00:00,19.79,19.55,66,Clouds,overcast clouds,7.32,0.0
137,3003796,Le Havre,49.4939,0.108,2023-09-19,18:00:00,19.71,19.46,66,Clouds,overcast clouds,6.48,0.0
138,3003796,Le Havre,49.4939,0.108,2023-09-19,21:00:00,18.24,17.95,70,Clouds,overcast clouds,7.91,0.0
139,3003796,Le Havre,49.4939,0.108,2023-09-20,00:00:00,16.98,16.74,77,Clouds,overcast clouds,8.5,0.0
140,3003796,Le Havre,49.4939,0.108,2023-09-20,03:00:00,16.41,16.27,83,Clouds,overcast clouds,8.37,0.0
141,3003796,Le Havre,49.4939,0.108,2023-09-20,06:00:00,16.45,16.32,83,Clouds,overcast clouds,8.32,0.0
142,3003796,Le Havre,49.4939,0.108,2023-09-20,09:00:00,18.69,18.65,78,Clouds,broken clouds,9.63,0.0
143,3003796,Le Havre,49.4939,0.108,2023-09-20,12:00:00,20.03,20.05,75,Clouds,overcast clouds,9.92,0.0
144,3003796,Le Havre,49.4939,0.108,2023-09-20,15:00:00,22.66,22.57,61,Clouds,overcast clouds,9.3,0.0
145,3003796,Le Havre,49.4939,0.108,2023-09-20,18:00:00,21.3,21.13,63,Clouds,broken clouds,10.39,0.0
146,3003796,Le Havre,49.4939,0.108,2023-09-20,21:00:00,19.63,19.61,75,Clouds,overcast clouds,10.82,0.08
147,3003796,Le Havre,49.4939,0.108,2023-09-21,00:00:00,17.8,17.99,90,Rain,light rain,10.17,0.73
148,3003796,Le Havre,49.4939,0.108,2023-09-21,03:00:00,17.11,17.07,84,Rain,moderate rain,7.8,1.0
149,3003796,Le Havre,49.4939,0.108,2023-09-21,06:00:00,16.42,16.21,80,Rain,light rain,5.69,1.0
150,3003796,Le Havre,49.4939,0.108,2023-09-21,09:00:00,16.46,16.2,78,Rain,light rain,7.18,0.38
151,3003796,Le Havre,49.4939,0.108,2023-09-21,12:00:00,18.27,17.72,60,Clouds,overcast clouds,7.22,0.0
152,3003796,Le Havre,49.4939,0.108,2023-09-21,15:00:00,17.74,17.29,66,Rain,light rain,8.57,1.0
153,3003796,Le Havre,49.4939,0.108,2023-09-21,18:00:00,15.58,15.18,76,Rain,light rain,9.35,1.0
154,3003796,Le Havre,49.4939,0.108,2023-09-21,21:00:00,14.99,14.58,78,Rain,light rain,8.11,0.52
155,3003796,Le Havre,49.4939,0.108,2023-09-22,00:00:00,14.16,13.72,80,Rain,light rain,9.12,0.52
156,3003796,Le Havre,49.4939,0.108,2023-09-22,03:00:00,13.98,13.5,79,Clouds,overcast clouds,9.52,0.26
157,3003796,Le Havre,49.4939,0.108,2023-09-22,06:00:00,13.69,13.26,82,Clouds,broken clouds,9.74,0.24
158,3003796,Le Havre,49.4939,0.108,2023-09-22,09:00:00,15.48,15.07,76,Clouds,broken clouds,11.41,0.34
159,3003796,Le Havre,49.4939,0.108,2023-09-22,12:00:00,15.86,15.54,78,Rain,light rain,11.6,0.74
160,6454707,Rouen,49.4405,1.094,2023-09-17,15:00:00,24.59,25.14,78,Clear,clear sky,5.19,0.02
161,6454707,Rouen,49.4405,1.094,2023-09-17,18:00:00,23.22,23.69,80,Rain,light rain,1.65,0.48
162,6454707,Rouen,49.4405,1.094,2023-09-17,21:00:00,20.45,20.87,89,Rain,moderate rain,3.5,1.0
163,6454707,Rouen,49.4405,1.094,2023-09-18,00:00:00,17.56,17.72,90,Rain,light rain,4.1,1.0
164,6454707,Rouen,49.4405,1.094,2023-09-18,03:00:00,15.88,15.98,94,Rain,light rain,4.45,0.2
165,6454707,Rouen,49.4405,1.094,2023-09-18,06:00:00,15.23,15.29,95,Clouds,scattered clouds,4.36,0.1
166,6454707,Rouen,49.4405,1.094,2023-09-18,09:00:00,19.83,19.54,64,Clouds,scattered clouds,6.18,0.0
167,6454707,Rouen,49.4405,1.094,2023-09-18,12:00:00,23.2,22.83,48,Clouds,scattered clouds,8.81,0.0
168,6454707,Rouen,49.4405,1.094,2023-09-18,15:00:00,20.28,20.24,72,Rain,light rain,8.5,0.67
169,6454707,Rouen,49.4405,1.094,2023-09-18,18:00:00,16.76,16.74,86,Rain,light rain,5.41,1.0
170,6454707,Rouen,49.4405,1.094,2023-09-18,21:00:00,14.5,14.38,91,Clouds,overcast clouds,4.8,0.05
171,6454707,Rouen,49.4405,1.094,2023-09-19,00:00:00,13.26,12.89,86,Clouds,overcast clouds,3.23,0.02
172,6454707,Rouen,49.4405,1.094,2023-09-19,03:00:00,12.29,11.92,90,Clouds,overcast clouds,3.42,0.11
173,6454707,Rouen,49.4405,1.094,2023-09-19,06:00:00,11.94,11.59,92,Clouds,overcast clouds,3.93,0.0
174,6454707,Rouen,49.4405,1.094,2023-09-19,09:00:00,16.36,15.98,74,Clouds,overcast clouds,6.02,0.0
175,6454707,Rouen,49.4405,1.094,2023-09-19,12:00:00,19.76,19.2,54,Clouds,overcast clouds,7.21,0.0
176,6454707,Rouen,49.4405,1.094,2023-09-19,15:00:00,20.01,19.58,58,Clouds,overcast clouds,6.18,0.0
177,6454707,Rouen,49.4405,1.094,2023-09-19,18:00:00,18.34,17.87,63,Clouds,overcast clouds,4.69,0.0
